product,workload,process_repetitions,measured_pairs_total,mean_overhead_percent,overhead_t95_low,overhead_t95_high,mean_absolute_delta_ms,absolute_delta_t95_low,absolute_delta_t95_high
AgentScope,CPU-trivial,3,90,68.92259349186263,39.15633991111295,98.6888470726123,2.2300422222239527,-0.04331390550854897,4.503398349956454
AgentScope,100 ms/node,3,90,4.806457532421106,1.2817374024228219,8.33117766241939,10.155403333262964,2.5456862694583693,17.76512039706756
Langfuse,CPU-trivial,3,90,235.3552234551179,107.58083768448455,363.12960922575127,5.630947777798508,0.6286284704723588,10.633267085124658
Langfuse,100 ms/node,3,90,5.235374539399139,0.5417473431362625,9.929001735662016,10.847699999946295,0.949778954587412,20.745621045305178
Phoenix,CPU-trivial,3,90,647.7778130739254,-283.51331046038877,1579.0689366082395,15.544934444450417,7.352893701517404,23.73697518738343
Phoenix,100 ms/node,3,90,6.560371543320275,4.326141394814268,8.794601691826282,13.550511111134256,8.873280512166788,18.227741710101725
