Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788443865,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1788443866,10,,Aggregated,0.000000,0.000000,45,47,49,49,51,53,54,55,62,62,62,160,0,45,30.8047206250194,2.718999996432103,61.72720000176923,520.1875
1788443867,10,,Aggregated,0.000000,0.000000,47,49,51,51,53,54,56,58,62,62,62,298,0,47,33.61120536915498,2.718999996432103,61.72720000176923,774.5234899328859
1788443868,10,,Aggregated,81.000000,0.000000,47,49,50,51,53,54,56,58,66,66,66,457,0,47,33.08606236308308,2.718999996432103,66.43500000063796,1261.8621444201312
1788443869,10,,Aggregated,115.500000,0.000000,47,49,50,51,53,54,56,57,66,66,66,602,0,47,33.32860099650992,2.718999996432103,66.43500000063796,1786.0398671096345
1788443870,10,,Aggregated,126.000000,0.000000,47,49,50,51,53,54,56,58,66,66,66,745,0,47,33.74419879184289,2.718999996432103,66.43500000063796,2341.903355704698
1788443871,10,,Aggregated,132.500000,0.000000,47,49,51,51,53,55,57,60,66,66,66,890,0,47,33.84056640441465,2.718999996432103,66.43500000063796,2819.8651685393256
1788443872,10,,Aggregated,134.400000,0.000000,47,49,51,51,53,55,56,58,64,66,66,1031,0,47,34.29141842859963,2.718999996432103,66.43500000063796,3176.7119301648886
1788443873,10,,Aggregated,135.000000,0.000000,47,49,51,51,53,55,58,61,64,66,66,1178,0,47,34.01925585729441,2.718999996432103,66.43500000063796,3741.5679117147706
1788443874,10,,Aggregated,135.857143,0.000000,47,49,51,51,53,55,58,61,64,66,66,1323,0,47,34.18389622062918,2.718999996432103,66.43500000063796,4664.90627362056
1788443875,10,,Aggregated,136.500000,0.000000,47,49,51,51,53,55,58,62,64,66,66,1472,0,47,34.03280095102198,2.718999996432103,66.43500000063796,5477.37160326087
1788443876,10,,Aggregated,138.111111,0.000000,47,49,51,51,53,55,58,61,66,66,66,1622,0,47,34.062261960465634,2.718999996432103,66.43500000063796,6204.98643649815
1788443877,10,,Aggregated,139.000000,0.000000,47,49,51,52,53,55,58,62,66,66,66,1775,0,47,34.00542321121386,2.718999996432103,66.43500000063796,6964.104788732395
1788443878,10,,Aggregated,146.100000,0.000000,47,49,51,51,53,55,58,61,66,66,66,1919,0,47,34.010028087493154,2.718999996432103,66.43500000063796,7670.872850442939
1788443879,10,,Aggregated,145.500000,0.000000,47,49,51,52,54,56,59,62,66,88,88,2062,0,47,34.189961784640836,2.718999996432103,87.67269999952987,8034.8981571290005
1788443880,10,,Aggregated,145.900000,0.000000,47,49,51,52,54,56,59,62,67,88,88,2199,0,47,34.41427517050275,2.718999996432103,87.67269999952987,8373.191450659391
1788443881,10,,Aggregated,145.400000,0.000000,47,49,51,51,53,56,59,62,67,88,88,2355,0,47,34.22637464967198,2.718999996432103,87.67269999952987,9290.273036093418
1788443882,10,,Aggregated,144.800000,0.000000,47,49,51,51,53,55,59,62,67,88,88,2507,0,47,34.147893298735255,2.718999996432103,87.67269999952987,10047.651775029915
1788443883,10,,Aggregated,145.100000,0.000000,47,49,51,51,53,55,58,61,67,88,88,2654,0,47,34.067772908800066,2.718999996432103,87.67269999952987,10967.284099472494
1788443884,10,,Aggregated,146.500000,0.000000,47,49,50,51,53,55,58,61,79,320,320,2803,0,47,34.09717260078568,2.718999996432103,324.38550000370014,11748.428112736354
1788443885,10,,Aggregated,147.600000,0.000000,47,49,50,51,53,55,58,61,79,320,320,2952,0,47,34.1456696815645,2.718999996432103,324.38550000370014,12113.854674796748
1788443886,10,,Aggregated,146.700000,0.000000,47,49,50,51,53,55,58,61,67,320,320,3094,0,47,34.33251157077244,2.718999996432103,324.38550000370014,12467.234001292825
1788443887,10,,Aggregated,146.900000,0.000000,47,49,50,51,53,55,58,61,67,320,320,3234,0,47,34.46280705008841,2.718999996432103,324.38550000370014,12858.029375386519
1788443888,10,,Aggregated,146.300000,0.000000,47,49,50,51,53,55,58,61,67,320,320,3382,0,47,34.39817146658332,2.718999996432103,324.38550000370014,13907.846540508575
1788443889,10,,Aggregated,146.400000,0.000000,47,49,50,51,53,55,58,61,79,320,320,3530,0,47,34.45277133144736,2.718999996432103,324.38550000370014,14657.634844192635
1788443890,10,,Aggregated,145.100000,0.000000,47,49,50,51,53,55,58,61,79,320,320,3676,0,47,34.533468199148125,2.718999996432103,324.38550000370014,15360.60745375408
1788443891,10,,Aggregated,145.700000,0.000000,47,49,50,51,53,55,58,61,79,320,320,3827,0,47,34.55003441340067,2.718999996432103,324.38550000370014,16161.240135876666
1788443892,10,,Aggregated,146.800000,0.000000,47,49,50,51,53,55,58,61,79,320,320,3974,0,47,34.57770113237829,2.718999996432103,324.38550000370014,16926.886763965776
1788443893,10,,Aggregated,146.600000,0.000000,47,49,50,51,53,55,58,60,67,320,320,4115,0,47,34.66052566223374,2.718999996432103,324.38550000370014,17663.407533414338
1788443894,10,,Aggregated,146.200000,0.000000,47,49,50,51,53,55,59,61,79,320,320,4243,0,47,35.000575229802074,2.718999996432103,324.38550000370014,17841.143059156257
1788443895,10,,Aggregated,145.400000,0.000000,47,49,50,51,53,56,59,62,89,320,320,4371,0,47,35.22356797071869,2.718999996432103,324.38550000370014,18204.54221002059
1788443896,10,,Aggregated,144.700000,0.000000,47,49,51,51,54,56,60,63,89,320,320,4500,0,47,35.49155900000187,2.718999996432103,324.38550000370014,18921.995555555557
1788443897,10,,Aggregated,142.800000,0.000000,47,49,51,52,54,57,62,72,180,320,320,4581,0,47,36.1533367605426,2.718999996432103,324.38550000370014,19228.20977952412
1788443898,10,,Aggregated,140.900000,0.000000,47,49,51,52,54,58,72,97,180,320,320,4637,0,47,36.989698857031485,2.718999996432103,324.38550000370014,19500.753720077635
1788443899,10,,Aggregated,138.100000,0.000000,47,50,51,52,55,61,90,110,180,320,320,4708,0,47,37.73964388276313,2.718999996432103,324.38550000370014,19850.330501274428
1788443900,10,,Aggregated,130.300000,0.000000,47,50,51,52,56,64,98,120,200,320,320,4778,0,47,38.524025617429494,2.718999996432103,324.38550000370014,20110.229803264963
1788443901,10,,Aggregated,121.300000,0.000000,48,50,51,52,56,73,100,120,200,320,320,4849,0,48,39.15620919778329,2.718999996432103,324.38550000370014,20181.224376160033
1788443902,10,,Aggregated,113.200000,0.000000,48,50,52,53,57,79,110,120,200,320,320,4916,0,48,39.84342575265839,2.718999996432103,324.38550000370014,20364.2597640358
1788443903,10,,Aggregated,105.800000,0.000000,48,50,52,53,59,86,110,120,200,320,320,4990,0,48,40.459770300613805,2.718999996432103,324.38550000370014,20789.370340681362
1788443905,10,,Aggregated,89.900000,0.000000,48,50,52,53,61,91,120,130,200,320,320,5050,0,48,41.25396245545339,2.718999996432103,324.38550000370014,21251.308514851484
1788443906,10,,Aggregated,83.600000,0.000000,48,50,52,53,63,95,120,140,240,320,320,5105,0,48,42.03600961803264,2.718999996432103,324.38550000370014,21609.219784524976
1788443907,10,,Aggregated,75.900000,0.000000,48,51,52,54,67,97,120,140,240,320,320,5171,0,48,42.693496403029,2.718999996432103,324.38550000370014,21855.64378263392
1788443908,10,,Aggregated,68.200000,0.000000,48,51,52,54,73,99,130,150,300,390,390,5217,0,48,43.668441709808036,2.718999996432103,385.54600000497885,22373.542457350966
1788443909,10,,Aggregated,62.800000,0.000000,48,51,53,54,78,100,130,160,300,390,390,5285,0,48,44.24563061495431,2.718999996432103,385.54600000497885,22676.09839167455
1788443912,10,,Aggregated,59.800000,0.000000,48,51,53,54,81,100,130,160,320,2900,2900,5320,0,48,45.71293956767996,2.718999996432103,2908.107800001744,22929.63552631579
