Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /ingest (auth),30284,0,61,69.19688993526697,8.297400003357325,193.47159999597352,70.0,409.3052446242321,0.0,61,68,74,81,100,120,130,140,170,190,190
,Aggregated,30284,0,61,69.19688993526697,8.297400003357325,193.47159999597352,70.0,409.3052446242321,0.0,61,68,74,81,100,120,130,140,170,190,190
